Id,DistrictId,Rooms,Square,LifeSquare,KitchenSquare,Floor,HouseFloor,HouseYear,Ecology_1,Ecology_2,Ecology_3,Social_1,Social_2,Social_3,Healthcare_1,Helthcare_2,Shops_1,Shops_2,Price,Square_cat,NEW_DistrictId,Pr_m2_Sq_Cat,Pr_m2_NEW_District
3000,34,2.0,57.96996422253015,32.01248263525128,9.0,6,14.0,2001,0.069753361,1,1,53,13670,4,1048.4495118550956,1,11,1,231828.43766693235,5.0,23716.0,3964.6116567519857,4304.299309005946
2829,57,1.0,44.51348081256669,23.1134231345738,8.0,6,12.0,1983,0.133215333,1,1,49,11395,3,1406.0,3,4,0,183743.23046424173,3.0,75933.0,3871.202857989866,4117.7318550754035
4909,19,3.0,110.95979224728354,56.99676490132151,11.0,16,25.0,2012,0.000991363,1,1,33,6783,3,990.0,1,9,1,394895.3259868009,9.0,188.0,3121.3967471692,4940.894331281763
8862,0,3.0,103.60529197422832,47.79942626246952,10.0,12,17.0,2002,0.319809354,1,1,25,4756,16,2857.0,5,8,1,521919.0573998705,9.0,0.0,3121.3967471692,4754.159505618782
11935,27,2.0,64.71183493873933,0.0,1.0,15,1.0,1977,0.2114012139999999,1,1,9,1892,0,747.232726429839,0,1,1,127200.02651097004,6.0,57078.0,3250.5061484577827,2379.490995056565
11852,48,1.0,41.66864965650633,20.207761889892915,10.0,19,22.0,1996,0.041124634,1,1,46,9515,5,2620.0,1,10,1,215083.96905610108,3.0,19740.0,3871.202857989866,5119.0100777484
6641,54,3.0,118.90761184257369,0.0,0.0,2,0.0,1977,0.006076152,1,1,30,5285,0,645.0,6,6,1,571069.0526003882,9.0,3281.0,3121.3967471692,4802.628223300358
7704,150,3.0,62.18053598937177,44.16969407540736,5.0,4,5.0,1964,0.020741326,1,1,24,5613,5,1340.0,2,5,1,241718.0995266293,6.0,31112.0,3250.5061484577827,4093.115250266062
5073,74,2.0,82.66791473448255,0.0,1.0,16,17.0,1977,0.075778755,1,1,6,1437,3,832.258064516129,0,2,1,244145.82706857228,8.0,56076.0,3355.13466986327,3251.454783305461
4378,27,3.0,106.95887123511147,64.18221077821484,0.0,17,0.0,2018,0.072157581,1,1,2,629,1,747.232726429839,0,0,0,337299.8679364438,9.0,19483.0,3121.3967471692,2943.6087335948523
7550,23,2.0,64.55620925344805,0.0,1.0,8,17.0,1977,0.075778755,1,1,6,1437,3,0.0,0,2,1,173910.92372317292,6.0,17429.0,3250.5061484577827,2602.4226424886238
8054,23,1.0,42.530043258688565,43.96775892567469,1.0,3,9.0,2014,0.034656082,1,1,0,168,0,0.0,0,0,1,95338.19854860756,3.0,7971.0,3871.202857989866,2114.056421742034
522,11,2.0,48.37223191245333,31.00758147862463,6.0,4,9.0,1972,0.0001696759999999,1,1,36,5992,0,1298.6166666666666,1,1,1,213374.1664030486,4.0,19.0,3947.093031802654,4118.9776059172045
89,50,2.0,39.43535081853332,23.37768698871145,7.0,9,9.0,1965,0.007658515,1,1,35,7077,56,2301.0,3,19,1,283877.6171417454,2.0,3829.0,4395.3385468536935,7203.649946093119
4785,61,1.0,41.7651555000357,19.3431856771646,9.0,12,16.0,1984,0.300322518,1,1,52,10311,6,80.0,1,9,1,189007.2389442105,3.0,183197.0,3871.202857989866,4544.969633241477
13253,27,2.0,63.67911598308709,37.275774657400376,1.0,9,15.0,1977,0.017647053,1,1,2,469,0,747.232726429839,0,0,1,178721.7063373904,6.0,4765.0,3250.5061484577827,2846.4666045253025
13905,44,1.0,34.767226881668705,18.209648101536548,6.0,7,9.0,1972,0.036122292,1,1,24,4378,0,1036.0,1,1,1,154928.80993818038,1.0,15894.0,4656.422116643622,4392.463042295394
8384,90,2.0,42.17678220950819,28.085689937853196,5.0,2,5.0,1965,0.265088676,1,1,37,5288,0,1937.0,3,2,1,176344.82040566398,3.0,238580.0,3871.202857989866,4278.9075946784205
6486,200,3.0,85.28038875664878,58.44796717906255,9.0,6,5.0,1960,0.0,1,1,33,7425,1,1067.1448588098121,2,5,1,402871.9163172412,8.0,0.0,3355.13466986327,4754.159505618782
11703,23,1.0,41.11876598003856,0.0,1.0,4,17.0,1977,0.075778755,1,1,6,1437,3,0.0,0,2,1,103510.22360146276,3.0,17429.0,3871.202857989866,2602.4226424886238
14591,43,2.0,43.70166178867073,26.350358249023103,5.0,5,9.0,1961,0.0150168919999999,1,1,17,3079,59,2890.0,0,8,1,287056.01254272985,3.0,6457.0,3871.202857989866,6944.942068356368
8224,177,3.0,77.8739361356098,48.99113289942049,12.0,9,25.0,2012,0.0,1,1,36,6714,2,2672.0,0,2,1,191550.1213566216,7.0,0.0,3937.9920925770875,4754.159505618782
9371,23,2.0,60.503248324677,0.0,0.0,16,0.0,1977,0.034656082,1,1,0,168,0,0.0,0,0,1,229778.0579017187,6.0,7971.0,3250.5061484577827,2114.056421742034
10739,99,2.0,45.25713880537702,32.61382570011897,5.0,4,5.0,1971,0.033493708,1,1,66,10573,1,1322.0,3,8,1,171266.94942738526,4.0,33159.0,3947.093031802654,3897.219050603629
1853,101,3.0,58.4198155580721,37.27561392063118,5.0,5,5.0,1963,0.225824954,0,1,41,6558,7,1548.0,3,2,1,197456.9208142761,5.0,228083.0,3964.6116567519857,4129.450528481845
9833,1,2.0,56.49431782042168,54.72356903322895,0.0,9,17.0,1977,0.0071223169999999,1,1,1,264,0,228.7719298245614,0,1,1,196078.90728935655,5.0,71.0,3964.6116567519857,3248.3320615462044
175,23,2.0,58.692132931238426,0.0,1.0,16,17.0,1977,0.075778755,1,1,6,1437,3,0.0,0,2,1,184501.01122512695,5.0,17429.0,3964.6116567519857,2602.4226424886238
10521,38,3.0,104.21139562017449,106.34040255951888,0.0,20,0.0,2017,0.060753049,1,1,15,2787,2,520.0,0,7,1,435462.0480700058,9.0,23086.0,3121.3967471692,4665.5830305062045
7008,21,2.0,48.85174210675612,33.53343210586304,5.0,5,5.0,1970,0.194489265,1,1,47,8004,3,125.0,3,5,1,183826.3165224307,4.0,40843.0,3947.093031802654,3918.343058474162
1821,23,2.0,49.92948862213306,0.0,1.0,9,12.0,1977,0.034656082,1,1,0,168,0,0.0,0,0,1,88464.4253950588,4.0,7971.0,3947.093031802654,2114.056421742034
14292,103,1.0,41.53813827372754,23.292934580888872,8.0,7,16.0,1981,0.0144231139999999,1,1,19,3806,4,2219.0526315789475,0,3,1,234052.2655266131,3.0,14856.0,3871.202857989866,5021.456709825253
7596,23,1.0,47.08010024748141,46.80798919400547,12.0,3,9.0,1977,0.014072961,1,1,2,475,0,0.0,0,0,1,96029.1678773352,4.0,3237.0,3947.093031802654,1959.2823986456071
13393,98,1.0,41.27061351984075,20.45594534035546,7.0,8,14.0,2003,0.195781053,1,1,23,5212,6,3855.0,3,2,1,214733.34225833853,3.0,191865.0,3871.202857989866,4418.58863845457
2221,170,1.0,35.39023537965956,21.675589451961883,5.0,3,5.0,1963,0.21843974,1,1,21,4472,6,1450.0,4,7,0,172795.8670771811,2.0,371348.0,4395.3385468536935,4949.776418909174
10103,94,1.0,35.28089402875877,23.354176234674952,6.0,11,9.0,1971,0.282797669,1,1,33,8667,2,747.232726429839,0,6,1,148862.21017433386,2.0,265830.0,4395.3385468536935,4465.141127640754
2301,1,2.0,61.400054374659,65.22460279642264,0.0,17,22.0,2016,0.0071223169999999,1,1,1,264,0,228.7719298245614,0,1,1,199215.45222932717,6.0,71.0,3250.5061484577827,3248.3320615462044
6455,44,1.0,31.893483476039908,20.94667055523254,7.0,3,14.0,1973,0.175054867,1,1,36,10055,3,905.979797979798,1,0,1,182946.36203104112,1.0,77024.0,4656.422116643622,4777.2336551664785
16334,1,1.0,42.41417613853096,0.0,1.0,14,17.0,1977,0.0071223169999999,1,1,1,264,0,228.7719298245614,0,1,1,156476.61434830475,3.0,71.0,3871.202857989866,3248.3320615462044
3963,48,3.0,60.49673620327934,38.70193286627448,6.0,4,9.0,1980,0.041124634,1,1,46,9515,5,2620.0,1,10,1,276349.9122838608,6.0,19740.0,3250.5061484577827,5119.0100777484
10065,5,2.0,54.47743204165913,31.149444195768496,7.0,14,22.0,1991,0.150817539,1,1,16,3433,4,2643.0,4,5,1,279119.9134223016,5.0,7541.0,3964.6116567519857,4853.266404978676
3203,23,2.0,56.21870163187176,0.0,1.0,3,3.0,1977,0.005767451,1,1,1,388,0,0.0,0,0,1,90303.66568299792,5.0,1327.0,3964.6116567519857,1591.1676096809
1982,28,1.0,38.007936217693626,23.281713820168363,9.0,1,12.0,1970,0.118537385,1,1,30,6207,1,1183.0,1,0,1,147636.76035604486,2.0,33190.0,4395.3385468536935,4333.523761119305
12393,11,2.0,57.32249447212715,31.78800632302188,10.0,5,16.0,1980,0.0001696759999999,1,1,36,5992,0,1298.6166666666666,1,1,1,242402.234569005,5.0,19.0,3964.6116567519857,4118.9776059172045
16601,88,2.0,47.31752643089487,31.100516771763807,6.0,6,12.0,1975,0.127375905,1,1,43,8429,3,1386.762237929533,3,9,1,207641.6759898469,4.0,112091.0,3947.093031802654,4424.291635018726
4191,1,2.0,65.02389875686265,0.0,1.0,10,17.0,1977,0.0071223169999999,1,1,1,264,0,228.7719298245614,0,1,1,197343.7979853104,6.0,71.0,3250.5061484577827,3248.3320615462044
7619,47,2.0,54.78732376431341,33.512142879434535,8.0,1,12.0,1978,6.99893e-05,1,1,46,10309,1,240.0,1,16,1,100471.95261307228,5.0,33.0,3964.6116567519857,4366.805042915608
7605,6,1.0,42.50553193590355,0.0,1.0,6,12.0,2014,0.2432045189999999,1,1,5,1564,0,540.0,0,0,1,113617.2195706784,3.0,14592.0,3871.202857989866,2861.079292929318
9723,52,2.0,64.14115197487071,0.0,1.0,5,17.0,1977,0.371148999,1,1,34,7065,1,750.0,2,5,1,158148.93648361234,6.0,192997.0,3250.5061484577827,2938.048239111628
11398,62,1.0,41.19418849786451,0.0,0.0,6,0.0,1977,0.072157581,1,1,2,629,1,2300.0,0,0,0,114063.0920409234,3.0,44738.0,3871.202857989866,2526.9916795780678
3759,31,2.0,57.95597269122313,32.27257840039711,9.0,17,17.0,2001,0.151346216,1,0,32,5889,10,830.0,4,1,1,339414.5500190396,5.0,46917.0,3964.6116567519857,5469.905130811093
8443,57,2.0,45.96488978915266,29.14121181617378,5.0,7,5.0,1963,0.133215333,1,1,49,11395,3,1406.0,3,4,0,180538.89892241484,4.0,75933.0,3947.093031802654,4117.7318550754035
1063,77,1.0,42.67884386982604,23.918634033545924,8.0,14,12.0,1983,6.99893e-05,1,1,46,10309,1,240.0,1,16,1,179784.4733339991,3.0,54.0,3871.202857989866,4403.4101164997355
6925,27,2.0,64.92910276079539,63.30460517784749,10.0,15,17.0,2016,0.072157581,1,1,2,629,1,747.232726429839,0,0,0,228584.00107195403,6.0,19483.0,3250.5061484577827,2943.6087335948523
10362,27,2.0,79.22704893716298,0.0,0.0,9,0.0,1977,0.072157581,1,1,2,629,1,747.232726429839,0,0,0,167023.97314312926,7.0,19483.0,3937.9920925770875,2943.6087335948523
2136,74,2.0,84.68773160202026,81.90555163617604,0.0,12,17.0,2017,0.075778755,1,1,6,1437,3,832.258064516129,0,2,1,243479.876105312,8.0,56076.0,3355.13466986327,3251.454783305461
14675,74,1.0,52.45758937232919,52.42334455610409,0.0,18,17.0,1977,0.075778755,1,1,6,1437,3,832.258064516129,0,2,1,160292.1637018166,5.0,56076.0,3964.6116567519857,3251.454783305461
9413,79,1.0,39.42966643301249,18.519732724337832,9.0,2,16.0,1981,0.16909109,1,1,19,3856,10,358.19354838709677,2,5,1,174952.64419069275,2.0,133582.0,4395.3385468536935,3977.114806540452
4014,6,2.0,63.18442201310369,61.142893772269815,1.0,17,17.0,2016,0.2432045189999999,1,1,5,1564,0,540.0,0,0,1,190762.98155043615,6.0,14592.0,3250.5061484577827,2861.079292929318
12246,9,1.0,50.2991671506794,24.3496040418,9.0,11,16.0,2006,0.136244425,1,1,11,2370,0,30.0,0,1,1,197101.04908793507,5.0,12262.0,3964.6116567519857,3361.8338776248424
14020,34,1.0,47.90932737998547,42.78238540963263,1.0,2,1.0,2016,0.069753361,1,1,53,13670,4,1048.4495118550956,1,11,1,181167.64240357088,4.0,23716.0,3947.093031802654,4304.299309005946
2435,85,4.0,65.55983414534953,47.69625495229669,6.0,6,9.0,1976,0.037177818,1,1,52,11217,1,2300.0,1,7,1,266989.0161418366,6.0,31601.0,3250.5061484577827,4534.282238699746
7758,156,1.0,39.24892718662953,21.592325047856097,7.0,13,17.0,2009,0.007658515,1,1,35,7077,56,2301.0,3,19,1,254236.325085562,2.0,11947.0,4395.3385468536935,6285.4500833750635
12162,69,1.0,39.25255481200749,19.394250723900623,7.0,1,16.0,1985,0.000991363,1,1,33,6783,3,2764.0,1,9,1,184737.9210694037,2.0,684.0,4395.3385468536935,5361.379236731307
15600,108,2.0,49.88874002058505,31.603650465162,6.0,9,12.0,1974,0.0,1,1,23,3684,2,60.44444444444444,0,4,1,261086.02440592507,4.0,0.0,3947.093031802654,4754.159505618782
6832,96,2.0,62.78380934113364,35.222368111513255,10.0,5,10.0,1994,0.041116354,1,1,53,14892,4,1048.4495118550956,1,4,1,259293.02212247785,6.0,39472.0,3250.5061484577827,4025.341982237954
2952,169,2.0,58.43360726566507,31.08698930261341,8.0,3,14.0,1970,0.210473241,1,1,11,2398,2,1994.0,3,0,1,116661.59548998011,5.0,355700.0,3964.6116567519857,1996.4811509853364
2855,18,2.0,61.71855284835026,33.0401150131786,10.0,10,11.0,2000,0.0,1,1,30,5562,0,747.232726429839,0,5,0,267609.8272514647,6.0,0.0,3250.5061484577827,4754.159505618782
7488,21,1.0,42.5012260708919,22.91573470453811,8.0,2,12.0,1979,0.194489265,1,1,47,8004,3,125.0,3,5,1,153038.21948532813,3.0,40843.0,3871.202857989866,3918.343058474162
11248,27,2.0,54.58323128280291,33.32030228893807,11.0,2,9.0,2000,0.041116354,1,1,53,14892,4,1048.4495118550956,1,4,1,238779.4476509319,5.0,11101.0,3964.6116567519857,3879.704237951614
9613,148,3.0,127.48158341963554,0.0,1.0,16,1.0,2012,0.3139245519999999,1,1,22,4625,11,3855.0,2,10,1,510700.4447348914,9.0,464608.0,3121.3967471692,4599.167148840608
16674,94,2.0,47.14562641451781,30.738284138231357,5.0,11,9.0,1976,0.127375905,1,1,43,8429,3,1386.762237929533,3,9,1,210364.3147189588,4.0,119733.0,3947.093031802654,4320.577742976186
3918,41,2.0,48.07704110377844,28.835116601308275,5.0,5,9.0,1968,0.175054867,1,1,36,10055,3,580.875,1,0,1,198183.0769195046,4.0,71772.0,3947.093031802654,4617.446412601688
11902,128,2.0,52.08218293973108,34.01705745296253,8.0,7,17.0,1994,0.0,1,1,27,4798,0,30.0,2,8,1,243824.7929712899,5.0,0.0,3964.6116567519857,4754.159505618782
13395,10,2.0,50.29076173681866,32.46080944051039,6.0,12,12.0,1973,0.089039719,1,1,33,7976,5,747.232726429839,0,11,1,242107.0978653341,5.0,8904.0,3964.6116567519857,4551.853916834689
1836,144,2.0,49.03078774789541,31.91889562577639,8.0,2,5.0,1964,0.306977489,1,1,27,5148,14,1575.0,5,7,1,212786.0017001436,4.0,442048.0,3947.093031802654,4708.779313324005
1671,120,3.0,58.57037093462772,37.434125981371615,5.0,4,5.0,1961,0.341071945,1,1,27,5664,48,2300.0,3,11,1,305732.5862953504,5.0,409286.0,3964.6116567519857,5608.307640008348
9558,39,1.0,34.19820977216433,20.981127484293157,6.0,7,9.0,1973,0.4288258179999999,1,1,25,5011,8,730.0,0,2,1,156375.02000227175,1.0,167242.0,4656.422116643622,4249.133232229784
13887,7,3.0,74.97105425768765,46.23924761599082,10.0,16,17.0,1987,0.0,1,1,23,5067,4,1576.4044943820224,2,6,1,415398.57303062605,7.0,0.0,3937.9920925770875,4754.159505618782
4280,34,2.0,61.33496777880346,40.919449206853585,1.0,26,1.0,2014,0.069753361,1,1,53,13670,4,1048.4495118550956,1,11,1,286564.4419718113,6.0,23716.0,3250.5061484577827,4304.299309005946
14319,27,2.0,58.93727974313555,34.74006979324089,11.0,2,7.0,1998,0.041116354,1,1,53,14892,4,1048.4495118550956,1,4,1,217349.25658949924,5.0,11101.0,3964.6116567519857,3879.704237951614
13671,84,3.0,63.728236554474776,38.960935131663554,6.0,9,9.0,1971,0.149666373,1,1,22,4789,2,4087.0,4,1,1,291058.0808994419,6.0,125720.0,3250.5061484577827,4196.984788649375
9753,23,1.0,41.84569772836166,0.0,1.0,14,17.0,1977,0.075778755,1,1,6,1437,3,0.0,0,2,1,110620.6293204901,3.0,17429.0,3871.202857989866,2602.4226424886238
13577,61,1.0,33.646711450929125,21.423552980052552,5.0,8,9.0,1975,0.300322518,1,1,52,10311,6,80.0,1,9,1,165018.9484643495,1.0,183197.0,4656.422116643622,4544.969633241477
14756,1,1.0,50.61776843485736,46.50567613406383,1.0,10,24.0,1977,0.0071223169999999,1,1,1,264,0,228.7719298245614,0,1,1,175188.95821584578,5.0,71.0,3964.6116567519857,3248.3320615462044
3973,1,2.0,62.96990315347616,31.74561055395469,10.0,14,14.0,2014,0.0071223169999999,1,1,1,264,0,228.7719298245614,0,1,1,92127.0617882676,6.0,71.0,3250.5061484577827,3248.3320615462044
13957,123,2.0,58.91191808519165,33.6122411146587,9.0,12,17.0,2005,0.0,1,1,47,11319,0,1145.0,3,5,1,274570.7175007904,5.0,0.0,3964.6116567519857,4754.159505618782
11765,23,2.0,48.76013224783535,0.0,1.0,3,3.0,1977,0.034656082,1,1,0,168,0,0.0,0,0,1,113250.4265003472,4.0,7971.0,3947.093031802654,2114.056421742034
2930,9,2.0,62.34715418212179,0.0,1.0,6,1.0,1977,0.161531741,1,1,25,5648,1,30.0,2,4,1,184172.97563930124,6.0,14538.0,3250.5061484577827,3076.0966187075064
6496,1,2.0,53.18796830353498,34.82049795088077,8.0,7,17.0,1990,0.025609157,1,1,33,5261,0,240.0,3,1,1,241419.59687217,5.0,256.0,3964.6116567519857,3699.034766029736
8361,57,3.0,64.0151002560132,43.84285219250445,6.0,10,12.0,1984,0.133215333,1,1,49,11395,3,1406.0,3,4,0,270071.61951510777,6.0,75933.0,3250.5061484577827,4117.7318550754035
9970,159,3.0,61.80902159655469,40.44472528024896,6.0,2,9.0,1972,0.0150168919999999,1,1,17,3079,59,2890.0,0,8,1,378581.5411997035,6.0,23877.0,3250.5061484577827,5099.519671467274
3276,27,2.0,62.22456919797416,58.5039850086156,1.0,8,17.0,2016,0.017647053,1,1,2,469,0,747.232726429839,0,0,1,192625.0493997445,6.0,4765.0,3250.5061484577827,2846.4666045253025
6761,70,2.0,45.59291291275085,27.27845940340863,6.0,3,9.0,1981,0.002211665,1,1,39,7614,3,3300.0,1,5,0,201121.07053639015,4.0,1548.0,3947.093031802654,4411.245760104013
11448,39,1.0,35.683059286946204,18.66223506733892,7.0,12,12.0,1977,0.4288258179999999,1,1,25,5011,8,730.0,0,2,1,150513.47488734513,2.0,167242.0,4395.3385468536935,4249.133232229784
12428,94,2.0,39.900424683233375,26.477223105164704,6.0,12,14.0,1982,0.282797669,1,1,33,8667,2,747.232726429839,0,6,1,204804.84335521163,2.0,265830.0,4395.3385468536935,4465.141127640754
8583,129,3.0,65.68346852974332,43.533322473808525,7.0,11,12.0,1977,0.020741326,1,1,24,5613,5,1340.0,2,5,1,313452.5352345641,6.0,26756.0,3250.5061484577827,4681.505010494127
2516,3,1.0,42.145274302242434,21.30455608889669,10.0,3,14.0,1984,0.265088676,1,1,37,5288,0,1937.0,3,2,1,225889.6912453254,3.0,7953.0,3871.202857989866,4220.149567008818
14635,95,2.0,42.389567415418014,33.06483544074146,5.0,1,5.0,1963,0.0,1,1,7,1660,39,1786.0,1,5,1,224746.81185663465,3.0,0.0,3871.202857989866,4754.159505618782
12377,27,2.0,60.44585456445121,0.0,1.0,13,1.0,1977,0.072157581,1,1,2,629,1,747.232726429839,0,0,0,213798.18515132743,6.0,19483.0,3250.5061484577827,2943.6087335948523
14571,78,1.0,44.570412123654016,19.485741143328703,10.0,18,24.0,2011,0.0922906419999999,1,1,21,4346,2,165.0,1,2,1,212821.6747251237,3.0,71987.0,3871.202857989866,4485.797549498643
3975,1,2.0,65.00927913436702,0.0,1.0,9,17.0,1977,0.0071223169999999,1,1,1,264,0,228.7719298245614,0,1,1,186403.4841889536,6.0,71.0,3250.5061484577827,3248.3320615462044
14822,18,3.0,76.23513674330522,47.001817296653726,10.0,9,17.0,1997,0.0,1,1,30,5562,0,747.232726429839,0,5,0,293371.9575586355,7.0,0.0,3937.9920925770875,4754.159505618782
367,45,1.0,42.367288692851375,40.012528663007295,1.0,16,14.0,2015,0.195781053,1,1,23,5212,6,1386.762237929533,3,2,1,250466.9807768161,3.0,88101.0,3871.202857989866,5364.023164842658
9703,15,4.0,98.6867031290387,57.307057812964345,15.0,10,17.0,2008,0.158249043,1,1,21,5731,0,1048.4495118550956,1,0,1,373510.0571282724,8.0,23737.0,3355.13466986327,3946.455613172474
10935,121,3.0,60.4381691785688,43.96785075861281,5.0,5,5.0,1965,0.212515361,1,1,19,3293,16,628.0,3,7,1,269680.638174428,6.0,257144.0,3250.5061484577827,5112.709376274285
5267,49,1.0,43.44426635232809,20.7024088953552,8.0,18,17.0,2010,0.020741326,1,1,24,5613,5,1340.0,2,5,1,168601.97480454494,3.0,10163.0,3871.202857989866,4620.959916470659
8753,25,3.0,85.95230644639722,89.80375267249289,1.0,4,3.0,2017,0.069753361,1,1,53,13670,4,1048.4495118550956,1,11,1,309688.5926806599,8.0,17438.0,3355.13466986327,4176.896771757996
11279,19,2.0,74.44137733392218,35.64026901404005,9.0,23,25.0,2004,0.000991363,1,1,33,6783,3,990.0,1,9,1,435909.1097547888,7.0,188.0,3937.9920925770875,4940.894331281763
8691,1,2.0,55.2332130691251,0.0,1.0,13,17.0,1977,0.0071223169999999,1,1,1,264,0,228.7719298245614,0,1,1,184324.9008862336,5.0,71.0,3964.6116567519857,3248.3320615462044
16188,59,2.0,61.502134430937154,33.12142623794768,10.0,5,17.0,1985,0.019508796,1,1,37,7687,11,176.0,5,5,1,354879.40318376414,6.0,11510.0,3250.5061484577827,4933.200703291426
10337,28,2.0,43.771829534570266,33.24216720327901,5.0,3,9.0,1968,0.118537385,1,1,30,6207,1,1183.0,1,0,1,203425.39606435495,3.0,33190.0,3871.202857989866,4333.523761119305
12087,2,3.0,60.15940612151951,46.354526718512815,5.0,4,9.0,1968,0.309479124,1,1,35,7715,4,990.0,0,6,1,317296.30529966415,6.0,6190.0,3250.5061484577827,4489.7858750661635
6072,6,1.0,65.10201679019049,64.62260302448165,1.0,10,9.0,2015,0.2432045189999999,1,1,5,1564,0,540.0,0,0,1,175899.97828362975,6.0,14592.0,3250.5061484577827,2861.079292929318
6600,96,1.0,35.99013769288014,18.12583002371395,1.0,1,9.0,1978,0.041116354,1,1,53,14892,4,1048.4495118550956,1,4,1,155312.29482522552,2.0,39472.0,4395.3385468536935,4025.341982237954
10726,27,3.0,89.6929642467968,87.62381427680403,1.0,13,1.0,1977,0.072157581,1,1,2,629,1,747.232726429839,0,0,0,265978.8377804947,8.0,19483.0,3355.13466986327,2943.6087335948523
3428,108,3.0,110.20396948700356,59.27070227635576,12.0,19,28.0,2007,0.019508796,1,1,37,7687,11,176.0,5,5,1,146061.7305650271,9.0,21069.0,3121.3967471692,3066.0033261657572
15386,127,2.0,45.923672661582266,26.177752782849083,5.0,3,5.0,1967,0.486245621,1,1,13,2514,19,747.232726429839,0,6,1,176480.46517329663,4.0,617532.0,3947.093031802654,4067.568928722545
12613,6,2.0,65.49667436641931,55.89323580442588,1.0,5,17.0,1977,0.2432045189999999,1,1,5,1564,0,540.0,0,0,1,180727.64354109476,6.0,14592.0,3250.5061484577827,2861.079292929318
3749,85,1.0,42.19894558704248,20.794835924374308,10.0,16,22.0,1987,0.037177818,1,1,52,11217,1,2300.0,1,7,1,87182.52338492699,3.0,31601.0,3871.202857989866,4534.282238699746
6172,27,2.0,92.40000684071424,92.06923622776029,10.0,2,5.0,1977,0.07542368,1,1,11,3097,0,747.232726429839,0,0,1,116942.67104480596,8.0,20364.0,3355.13466986327,2697.325274395308
